Date,Country,Status,AQI Value,ID,Continent,Population ,GDP (USD)
2022-07-21,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-21,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-21,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-21,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-21,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-21,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-21,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-21,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-21,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-21,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-21,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-21,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-21,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-21,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-21,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-21,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-21,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-21,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-21,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-21,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-21,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-21,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-21,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-22,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-22,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-22,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-22,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-22,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-22,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-22,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-22,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-22,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-22,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-22,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-22,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-22,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-22,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-22,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-22,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-22,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-22,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-22,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-22,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-22,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-22,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-22,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-23,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-23,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-23,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-23,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-23,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-23,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-23,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-23,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-23,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-23,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-23,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-23,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-23,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-23,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-23,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-23,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-23,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-23,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-23,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-23,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-23,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-23,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-23,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-24,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-24,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-24,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-24,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-24,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-24,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-24,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-24,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-24,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-24,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-24,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-24,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-24,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-24,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-24,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-24,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-24,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-24,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-24,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-24,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-24,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-24,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-24,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-25,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-25,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-25,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-25,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-25,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-25,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-25,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-25,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-25,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-25,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-25,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-25,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-25,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-25,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-25,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-25,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-25,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-25,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-25,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-25,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-25,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-25,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-25,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-26,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-26,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-26,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-26,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-26,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-26,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-26,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-26,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-26,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-26,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-26,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-26,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-26,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-26,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-26,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-26,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-26,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-26,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-26,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-26,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-26,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-26,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-26,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-27,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-27,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-27,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-27,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-27,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-27,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-27,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-27,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-27,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-27,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-27,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-27,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-27,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-27,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-27,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-27,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-27,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-27,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-27,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-27,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-27,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-27,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-27,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-28,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-28,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-28,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-28,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-28,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-28,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-28,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-28,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-28,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-28,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-28,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-28,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-28,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-28,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-28,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-28,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-28,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-28,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-28,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-28,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-28,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-28,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-28,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-29,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-29,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-29,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-29,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-29,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-29,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-29,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-29,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-29,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-29,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-29,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-29,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-29,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-29,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-29,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-29,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-29,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-29,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-29,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-29,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-29,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-29,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-29,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-30,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-30,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-30,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-30,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-30,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-30,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-30,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-30,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-30,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-30,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-30,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-30,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-30,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-30,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-30,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-30,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-30,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-30,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-30,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-30,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-30,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-30,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-30,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-07-31,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-07-31,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-07-31,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-07-31,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-07-31,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-07-31,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-07-31,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-07-31,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-07-31,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-07-31,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-07-31,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-07-31,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-07-31,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-07-31,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-07-31,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-07-31,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-07-31,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-07-31,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-07-31,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-07-31,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-07-31,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-07-31,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-07-31,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-08-01,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-08-01,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-08-01,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-08-01,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-08-01,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-08-01,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-08-01,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-08-01,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-08-01,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-08-01,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-08-01,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-08-01,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-08-01,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-08-01,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-08-01,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-08-01,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-08-01,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-08-01,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-08-01,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-08-01,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-08-01,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-08-01,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-08-01,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-08-02,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-08-02,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-08-02,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-08-02,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-08-02,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-08-02,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-08-02,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-08-02,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-08-02,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-08-02,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-08-02,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-08-02,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-08-02,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-08-02,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-08-02,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-08-02,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-08-02,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-08-02,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-08-02,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-08-02,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-08-02,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-08-02,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-08-02,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-08-03,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-08-03,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-08-03,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-08-03,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-08-03,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-08-03,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-08-03,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-08-03,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-08-03,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-08-03,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-08-03,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-08-03,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-08-03,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-08-03,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-08-03,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-08-03,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-08-03,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-08-03,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-08-03,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-08-03,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-08-03,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-08-03,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-08-03,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-08-04,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-08-04,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-08-04,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-08-04,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-08-04,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-08-04,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-08-04,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-08-04,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-08-04,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-08-04,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-08-04,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-08-04,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-08-04,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-08-04,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-08-04,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-08-04,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-08-04,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-08-04,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-08-04,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-08-04,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-08-04,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-08-04,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-08-04,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-08-05,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-08-05,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-08-05,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-08-05,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-08-05,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-08-05,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-08-05,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-08-05,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-08-05,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
2022-08-05,Algeria,Moderate,65,493,North Africa,35034722,137211004291.27
2022-08-05,Algeria,Moderate,65,494,North Africa,35658311,161207306304.79
2022-08-05,Algeria,Moderate,65,495,North Africa,36322255,200013097903.17
2022-08-05,Algeria,Moderate,65,496,North Africa,37024642,209059081828.26
2022-08-05,Algeria,Moderate,65,497,North Africa,37765125,209755003250.66
2022-08-05,Algeria,Moderate,65,498,North Africa,38535132,213809980720.79
2022-08-05,Algeria,Moderate,65,499,North Africa,39329159,165979224316.67
2022-08-05,Algeria,Moderate,65,500,North Africa,40141959,160034212613.44
2022-08-05,Algeria,Moderate,65,501,North Africa,40973729,170096989042.83
2022-08-05,Algeria,Moderate,65,502,North Africa,41812243,174910891124.49
2022-08-05,Algeria,Moderate,65,503,North Africa,42644123,171760290068.16
2022-08-05,Algeria,Moderate,65,504,North Africa,43454229,145743722826.26
2022-08-05,Algeria,Moderate,65,505,North Africa,44287681,163472233245.77
2022-08-05,Algeria,Moderate,65,506,North Africa,45137119,191912889420.91
2022-08-06,Algeria,Moderate,65,484,North Africa,30833966,54790398813.0
2022-08-06,Algeria,Moderate,65,485,North Africa,31248557,54744698044.23
2022-08-06,Algeria,Moderate,65,486,North Africa,31654970,56760355865.01
2022-08-06,Algeria,Moderate,65,487,North Africa,32061316,67863850333.95
2022-08-06,Algeria,Moderate,65,488,North Africa,32479325,85332581188.61
2022-08-06,Algeria,Moderate,65,489,North Africa,32922817,103198211973.24
2022-08-06,Algeria,Moderate,65,490,North Africa,33397382,117027280692.36
2022-08-06,Algeria,Moderate,65,491,North Africa,33906153,134977082623.78
2022-08-06,Algeria,Moderate,65,492,North Africa,34450330,171000699876.75
